ID_Amostra,Tratamento,PT_g,NFC,MFC_g,NFD,MFD_g,MS_Raiz_gkg,MS_PA_gkg,N_gkg,P_gkg,K_gkg,Ca_gkg,Mg_gkg,S_gkg,pH,Acucar_Total_perc,Acidez_Tit_perc_ac_citrico,Textura_N,Pectina_Total_mg100g,Pectina_Soluvel_mg100g,Solubilidade_mg100g
5463,T4_Trich_Turfa,3166.59,12.6,2817.54,23.03,147.42,7.59,24.44,224.72,38.61,124.03,110.05,22.4,29.31,3.66,9.33,1.06,4.71,228.34,68.25,32.83
5464,T4_Trich_Turfa,3203.06,12.53,2801.3,25.13,142.88,6.95,23.36,224.28,39.78,124.83,111.02,22.24,29.85,3.7,10.75,1.02,4.66,224.85,68.99,30.63
5465,T4_Trich_Turfa,3577.95,13.14,2834.18,25.9,146.21,7.14,23.31,225.18,39.04,124.85,110.69,23.12,29.51,3.61,9.94,0.93,4.28,222.18,65.84,33.33
5466,T4_Trich_Turfa,2978.74,12.36,2811.31,26.7,143.47,7.65,24.2,225.43,39.85,124.55,114.85,22.3,29.89,3.72,11.38,1.02,4.43,226.38,65.05,31.37
5467,T4_Trich_Turfa,3456.97,12.53,2849.19,23.25,145.25,7.17,23.58,224.31,36.75,125.3,112.03,22.22,30.35,3.72,10.09,0.92,4.22,211.4,66.42,30.62
5468,T4_Trich_Turfa,3138.53,12.36,2793.42,25.97,150.14,7.29,24.43,225.52,37.06,124.06,101.75,22.19,29.71,3.58,10.47,1.05,4.33,211.74,64.8,32.78
5469,T4_Trich_Turfa,3188.11,12.62,2825.48,24.56,144.95,7.22,23.69,224.63,38.57,125.28,107.88,21.79,30.1,3.67,9.96,1.0,5.1,214.99,67.4,32.49
5470,T4_Trich_Turfa,3494.43,11.88,2828.11,26.67,143.53,7.26,23.9,224.82,38.6,122.32,112.08,22.66,30.04,3.62,10.62,0.89,4.28,216.89,62.51,33.99
5471,T4_Trich_Turfa,3201.38,12.56,2819.73,23.53,144.86,7.21,24.21,224.77,37.43,123.35,114.33,22.56,29.14,3.75,9.3,1.01,4.63,205.49,65.37,34.07
5472,T4_Trich_Turfa,3351.05,12.18,2811.58,26.94,147.38,7.37,24.31,224.41,38.72,126.07,117.75,22.72,28.8,3.69,11.15,1.01,4.13,215.78,66.01,31.04
5473,T4_Trich_Turfa,3405.33,11.95,2801.58,24.08,149.77,6.87,24.71,224.43,37.86,122.25,111.61,22.96,29.17,3.62,9.73,0.9,4.64,216.98,65.23,31.47
5474,T4_Trich_Turfa,3262.53,12.5,2818.12,25.35,145.91,7.02,23.59,223.92,38.34,124.67,110.76,22.94,28.92,3.74,10.42,1.05,4.58,218.62,67.89,30.97
5475,T4_Trich_Turfa,3157.92,12.28,2825.86,27.04,143.68,7.32,24.75,223.79,38.97,125.37,113.95,22.31,28.38,3.71,9.71,0.87,5.52,215.14,68.75,33.67
5476,T4_Trich_Turfa,3460.69,12.6,2810.17,24.18,145.14,7.39,25.34,223.55,36.98,123.4,110.47,22.95,28.86,3.67,9.68,0.98,4.44,216.49,67.32,32.11
5477,T4_Trich_Turfa,3139.07,12.3,2806.68,24.55,144.21,6.98,23.68,223.28,39.48,125.06,113.11,22.74,29.37,3.66,10.55,1.01,4.57,210.8,66.3,32.69
5478,T4_Trich_Turfa,3316.43,12.94,2847.56,26.47,145.26,7.35,23.53,225.59,39.79,123.22,108.12,24.66,30.62,3.59,11.06,1.05,4.38,226.91,66.33,30.52
5479,T4_Trich_Turfa,3263.96,12.7,2835.32,25.25,145.0,6.85,24.67,224.67,37.26,124.36,112.5,23.45,28.92,3.45,10.5,0.91,3.88,214.52,68.42,33.04
5480,T4_Trich_Turfa,3535.34,12.86,2814.2,24.84,145.85,7.51,23.96,224.46,36.48,124.54,111.0,23.13,29.26,3.64,10.0,0.96,4.12,216.24,67.03,32.43
5481,T4_Trich_Turfa,3409.51,12.8,2820.09,26.85,147.5,7.23,23.83,223.63,39.41,124.3,113.11,23.25,31.0,3.44,9.62,1.03,4.54,213.46,64.49,32.51
5482,T4_Trich_Turfa,3448.8,12.92,2832.98,25.42,144.38,6.6,23.62,223.74,39.08,125.13,114.14,21.0,30.81,3.42,9.27,0.96,4.38,216.39,63.87,31.69
5483,T4_Trich_Turfa,3248.29,12.73,2820.47,27.16,141.88,7.0,23.74,223.48,41.92,125.2,112.62,22.83,30.35,3.48,11.76,1.02,3.94,221.76,66.37,33.07
5484,T4_Trich_Turfa,3226.39,13.0,2820.4,25.65,141.84,7.27,25.4,225.42,36.68,125.15,110.8,21.81,28.16,3.58,10.72,1.1,3.96,210.31,68.08,29.93
5485,T4_Trich_Turfa,3506.44,12.8,2792.16,23.46,142.69,7.28,23.98,225.1,38.46,123.73,113.68,22.98,30.71,3.59,10.35,0.95,4.99,210.64,66.49,28.45
5486,T4_Trich_Turfa,3799.92,12.41,2819.47,24.53,142.39,6.93,24.19,225.12,37.35,125.33,110.93,24.19,30.75,3.51,10.73,0.98,4.3,214.67,67.01,31.74
5487,T4_Trich_Turfa,3302.74,12.42,2811.93,26.82,145.7,7.01,23.51,223.94,40.89,124.32,108.25,22.76,28.57,3.5,11.06,0.97,4.31,219.54,65.71,30.87
5488,T4_Trich_Turfa,3287.93,12.65,2818.92,23.41,145.74,7.39,23.46,224.16,35.95,125.38,113.31,22.19,28.89,3.54,11.75,0.95,4.5,216.15,65.69,32.51
5489,T4_Trich_Turfa,3394.29,12.17,2813.3,23.49,145.61,6.76,23.51,225.09,38.89,125.45,104.95,23.59,30.59,3.63,11.49,0.91,4.34,209.82,69.72,32.33
5490,T4_Trich_Turfa,3064.05,12.81,2796.1,25.04,147.53,7.2,24.75,225.7,38.76,124.36,110.75,22.55,29.44,3.68,9.8,1.0,4.4,223.58,63.57,33.73
5491,T4_Trich_Turfa,3511.68,12.87,2828.99,23.84,142.65,7.26,24.18,223.65,38.74,126.18,112.03,22.01,27.77,3.5,11.56,1.0,5.27,221.08,62.5,32.2
5492,T4_Trich_Turfa,3126.69,13.66,2833.07,21.89,145.73,6.82,23.75,223.69,37.28,124.65,111.38,21.59,29.51,3.6,10.2,1.17,4.25,223.83,67.7,31.16
5493,T4_Trich_Turfa,3346.0,12.63,2825.79,28.35,142.64,6.88,24.41,224.31,37.51,125.97,114.02,22.45,29.47,3.62,11.25,1.01,4.77,223.29,62.55,33.48
5494,T4_Trich_Turfa,3121.09,12.68,2828.98,24.04,143.6,7.16,24.16,223.05,38.08,125.87,112.89,21.91,28.92,3.53,11.05,1.02,4.65,211.38,66.54,33.78
5495,T4_Trich_Turfa,3163.85,12.48,2841.76,26.44,144.01,6.56,24.64,225.51,37.39,124.15,111.22,22.2,28.97,3.59,10.18,1.1,4.47,215.81,67.94,31.12
5496,T4_Trich_Turfa,3388.92,12.49,2814.98,26.24,146.31,7.66,24.7,223.3,36.89,124.03,111.86,23.72,27.83,3.51,11.25,0.97,4.62,228.42,67.29,29.6
5497,T4_Trich_Turfa,3420.8,13.25,2829.75,24.9,144.2,7.33,24.08,224.51,38.13,124.5,109.19,20.46,30.08,3.61,10.06,1.06,4.74,218.64,67.39,31.67
5498,T4_Trich_Turfa,3885.02,12.69,2816.26,24.53,145.9,6.95,24.94,223.74,39.02,125.69,114.82,23.12,30.84,3.63,10.77,0.98,5.14,217.67,66.54,31.68
5499,T4_Trich_Turfa,3345.29,12.32,2790.64,27.75,138.58,7.16,24.72,225.41,36.17,125.49,107.36,22.08,29.73,3.67,10.6,1.03,4.76,207.5,65.17,32.5
5500,T4_Trich_Turfa,3588.16,11.97,2815.26,23.81,144.75,7.16,24.78,224.36,39.79,124.46,112.07,22.81,28.72,3.65,9.3,0.99,4.96,221.94,68.73,35.6
5501,T4_Trich_Turfa,3194.77,12.42,2790.87,24.7,139.26,6.68,24.0,223.02,37.42,122.8,109.51,23.64,28.43,3.57,10.33,0.98,4.57,209.69,65.53,29.74
5502,T4_Trich_Turfa,3296.27,12.68,2806.93,23.29,148.39,7.11,23.48,223.44,35.95,123.93,114.02,23.98,28.85,3.6,11.98,0.93,4.53,213.24,63.25,31.65
5503,T4_Trich_Turfa,3373.73,11.77,2831.57,22.8,147.21,6.84,24.58,224.55,37.27,122.88,110.5,22.71,29.56,3.46,10.65,1.03,4.64,217.62,67.54,34.39
5504,T4_Trich_Turfa,3474.08,12.47,2799.4,24.23,146.39,6.97,24.56,222.64,36.24,123.74,113.77,20.78,28.46,3.73,10.04,1.05,4.04,213.39,68.18,31.25
5505,T4_Trich_Turfa,3370.97,12.14,2836.08,25.1,139.78,6.72,22.67,223.91,37.38,125.45,114.79,22.5,28.82,3.7,10.74,0.94,4.42,229.36,63.92,29.46
5506,T4_Trich_Turfa,3313.58,11.93,2813.11,28.48,147.99,7.27,25.8,225.05,37.39,127.24,110.94,22.39,29.76,3.61,10.14,1.1,3.96,211.5,64.51,31.33
5507,T4_Trich_Turfa,3423.87,12.29,2831.75,26.59,142.71,7.41,24.28,225.11,39.64,123.2,115.58,23.83,28.43,3.71,10.22,1.01,4.42,219.45,63.11,32.26
5508,T4_Trich_Turfa,3286.96,12.59,2833.58,25.31,148.33,7.24,24.53,223.18,38.56,123.47,114.74,22.78,28.44,3.62,10.53,1.1,4.47,220.98,62.95,32.39
5509,T4_Trich_Turfa,3217.43,12.43,2822.84,25.1,144.41,7.02,24.22,224.37,36.99,125.55,108.23,22.38,30.83,3.77,11.08,0.95,4.49,207.74,63.39,32.4
5510,T4_Trich_Turfa,3230.45,12.6,2847.7,25.27,142.91,7.68,23.68,224.54,39.77,126.21,114.91,23.34,29.0,3.65,10.78,1.02,4.58,214.74,69.93,30.52
5511,T4_Trich_Turfa,3504.74,12.58,2818.76,23.39,144.37,7.29,25.49,224.04,36.38,123.89,114.65,23.58,29.69,3.48,10.37,0.95,4.25,209.0,65.67,32.17
5512,T4_Trich_Turfa,3184.04,12.08,2797.99,23.21,145.25,6.9,24.31,224.94,37.87,124.72,111.62,23.33,29.52,3.72,10.1,1.13,5.01,220.53,64.32,30.91
5513,T4_Trich_Turfa,3571.7,12.29,2810.57,24.53,146.47,7.15,24.02,223.51,36.01,122.49,112.55,22.85,29.33,3.68,10.13,1.1,4.97,227.86,65.9,35.15
5514,T4_Trich_Turfa,3335.82,13.0,2837.45,24.62,145.55,7.08,23.41,225.57,37.83,124.09,109.99,23.59,28.91,3.55,9.52,0.95,5.16,212.72,66.5,32.08
5515,T4_Trich_Turfa,3312.8,12.47,2829.14,23.15,144.61,7.24,24.79,225.15,37.11,123.9,114.27,22.88,28.19,3.65,10.24,0.96,4.76,216.12,62.87,32.58
5516,T4_Trich_Turfa,3350.02,12.25,2816.32,24.12,143.27,7.07,23.97,225.12,36.14,124.08,114.58,21.29,29.5,3.52,10.23,1.03,4.37,229.16,65.08,28.5
5517,T4_Trich_Turfa,3246.58,11.99,2833.55,26.77,146.99,7.3,24.77,224.71,40.9,124.69,112.72,22.26,29.5,3.67,10.61,0.83,4.6,221.62,65.86,31.38
5518,T4_Trich_Turfa,3440.6,13.07,2798.29,25.86,142.7,6.87,24.52,224.82,39.5,124.99,111.98,22.45,29.65,3.69,10.4,1.05,4.1,228.3,68.19,31.97
5519,T4_Trich_Turfa,3129.72,12.77,2805.03,23.62,149.48,6.48,24.06,223.73,37.21,124.41,112.17,21.9,30.42,3.63,10.33,0.95,3.98,213.58,65.94,31.17
5520,T4_Trich_Turfa,3334.46,11.99,2838.47,26.19,148.02,6.69,24.02,225.27,38.1,124.39,110.59,22.56,29.19,3.64,10.42,1.06,4.45,214.08,63.72,31.11
5521,T4_Trich_Turfa,3260.55,12.77,2822.0,26.19,146.87,7.29,23.47,224.23,38.74,124.77,106.58,23.38,29.53,3.56,10.51,0.97,4.06,225.96,68.29,32.3
5522,T4_Trich_Turfa,3556.26,12.24,2789.06,25.04,148.87,7.82,24.71,224.72,39.94,125.88,110.5,21.14,30.1,3.68,9.8,1.04,5.01,210.73,65.34,30.98
5523,T4_Trich_Turfa,3161.05,12.64,2845.11,27.01,145.73,6.69,24.04,225.14,38.1,125.88,114.53,22.24,29.3,3.64,10.93,0.87,4.72,214.02,65.06,31.33
5524,T4_Trich_Turfa,3537.78,12.93,2839.86,27.9,151.11,7.54,24.23,224.0,38.74,121.94,109.32,22.99,29.92,3.65,11.46,1.03,5.33,214.01,66.22,29.82
5525,T4_Trich_Turfa,3289.84,12.56,2820.51,23.59,148.25,7.2,24.4,223.57,37.1,126.18,107.89,23.17,29.71,3.5,11.51,1.13,4.74,219.1,66.93,32.73
5526,T4_Trich_Turfa,3588.72,12.89,2816.06,24.49,142.48,7.23,24.31,224.62,37.9,125.07,111.07,23.3,31.73,3.78,11.05,0.91,4.68,217.94,63.25,31.8
5527,T4_Trich_Turfa,3495.63,12.13,2815.42,29.03,150.4,6.87,23.88,226.23,38.56,124.4,106.18,23.16,29.33,3.51,10.31,1.01,4.09,220.76,64.79,31.13
5528,T4_Trich_Turfa,3428.87,13.33,2822.54,25.71,148.68,6.92,24.18,225.27,38.44,122.98,113.65,22.28,29.19,3.69,10.19,1.03,4.38,225.94,66.6,33.42
5529,T4_Trich_Turfa,3269.09,11.79,2813.97,26.91,146.44,6.94,25.02,226.36,39.6,123.59,113.11,22.17,29.55,3.73,10.56,1.05,4.2,226.3,64.95,33.23
5530,T4_Trich_Turfa,3291.33,12.16,2817.84,24.67,148.3,6.93,24.99,225.49,37.13,123.29,112.63,22.46,28.94,3.62,11.03,0.87,4.54,218.51,66.72,30.81
5531,T4_Trich_Turfa,2952.6,13.12,2829.89,25.96,145.98,7.34,24.62,224.21,38.54,123.53,107.37,23.01,27.74,3.59,10.1,1.1,4.7,217.31,65.09,32.6
5532,T4_Trich_Turfa,3457.28,12.42,2848.63,26.08,144.3,6.96,24.15,225.61,37.59,126.83,109.28,22.57,29.91,3.56,11.32,0.95,4.37,224.47,65.39,31.02
5533,T4_Trich_Turfa,3135.39,12.64,2818.55,25.8,148.14,7.54,23.95,224.55,38.05,124.06,112.49,22.61,29.11,3.42,11.11,1.01,4.39,217.43,64.46,30.08
5534,T4_Trich_Turfa,3346.87,12.49,2823.53,23.57,142.72,7.34,24.5,223.81,37.08,125.65,114.12,23.04,30.45,3.55,10.21,0.96,5.0,223.28,68.93,29.79
5535,T4_Trich_Turfa,3684.48,13.31,2803.28,24.9,139.03,6.75,22.76,224.6,37.66,122.77,115.39,21.71,28.25,3.58,10.61,1.0,4.74,207.68,67.35,30.35
5536,T4_Trich_Turfa,3371.03,12.5,2842.54,25.61,145.87,7.41,25.16,225.81,39.59,126.39,111.56,23.58,28.45,3.58,10.32,1.0,4.14,212.2,68.06,32.07
5537,T4_Trich_Turfa,3184.24,12.49,2841.13,26.18,146.51,6.79,23.97,224.06,36.49,123.78,110.65,22.69,29.77,3.56,9.59,0.94,4.7,217.53,68.48,31.77
5538,T4_Trich_Turfa,3321.49,13.09,2808.77,25.06,145.88,7.3,25.43,224.49,39.29,123.22,109.17,23.64,28.91,3.44,11.2,1.07,4.19,217.57,68.86,31.76
5539,T4_Trich_Turfa,3249.94,12.25,2820.73,24.37,146.86,6.93,23.75,224.6,40.88,124.49,109.21,23.32,30.6,3.72,10.24,1.08,4.37,222.68,63.95,34.86
5540,T4_Trich_Turfa,3447.28,13.21,2836.93,23.63,145.7,7.29,24.6,224.81,37.04,126.2,108.22,22.53,28.96,3.72,10.71,1.05,4.36,220.4,69.99,31.28
5541,T4_Trich_Turfa,3205.2,12.6,2840.93,21.99,144.51,7.09,24.8,224.96,37.93,124.98,111.01,24.1,28.5,3.65,10.59,1.16,3.88,221.93,69.3,29.2
5542,T4_Trich_Turfa,3171.54,12.23,2847.7,23.79,143.88,7.02,23.77,224.56,39.02,126.5,110.05,23.69,28.55,3.66,11.22,0.98,4.9,220.69,64.31,30.04
5543,T4_Trich_Turfa,3277.73,12.41,2778.92,25.72,144.22,7.62,24.84,224.48,35.93,122.98,111.67,24.35,29.63,3.63,9.36,0.99,3.86,209.92,66.86,29.91
5544,T4_Trich_Turfa,3553.95,12.01,2830.28,23.65,141.8,6.9,22.98,224.91,39.02,125.26,112.21,21.67,31.57,3.58,10.47,0.98,4.51,208.3,65.11,30.22
5545,T4_Trich_Turfa,3307.03,12.71,2843.91,26.64,143.97,7.23,24.79,224.43,35.84,124.47,113.33,22.06,27.67,3.71,10.89,1.09,4.93,220.81,63.16,32.56
5546,T4_Trich_Turfa,3245.11,12.54,2833.54,23.63,150.42,7.2,23.95,223.96,36.55,125.15,111.62,21.86,29.06,3.42,10.23,0.98,4.7,213.65,62.32,31.08
5547,T4_Trich_Turfa,3312.23,12.4,2822.19,23.06,150.61,7.33,24.54,225.48,38.64,123.55,111.54,21.99,30.08,3.56,10.16,1.12,4.9,230.31,68.25,30.21
5548,T4_Trich_Turfa,3425.91,11.9,2845.57,27.26,143.65,6.95,24.95,224.04,36.63,125.2,109.01,23.56,29.81,3.65,9.95,0.87,4.26,221.63,67.27,31.42
5549,T4_Trich_Turfa,3390.88,12.31,2825.87,27.35,144.67,6.97,23.63,223.94,39.67,124.94,108.51,23.94,31.38,3.71,11.08,0.99,4.84,200.75,67.67,30.04
5550,T4_Trich_Turfa,3355.61,12.26,2813.44,22.16,145.98,6.62,25.07,224.25,37.13,126.42,112.79,23.18,29.68,3.74,10.5,1.05,4.4,214.64,66.57,34.27
5551,T4_Trich_Turfa,3454.72,12.06,2800.28,21.63,144.49,6.85,24.46,223.42,37.89,126.02,107.25,21.95,28.92,3.64,10.9,1.08,4.65,217.67,67.42,31.17
5552,T4_Trich_Turfa,3456.4,12.5,2816.04,26.1,142.98,6.91,23.3,224.89,38.36,124.23,110.35,23.11,30.19,3.55,10.03,1.02,4.14,214.53,63.85,32.1
5553,T4_Trich_Turfa,3491.23,12.56,2821.99,25.79,146.82,7.47,24.01,224.36,41.8,126.43,114.06,24.05,29.16,3.54,9.77,0.86,4.26,221.12,69.26,32.18
5554,T4_Trich_Turfa,3297.03,12.93,2852.02,24.49,145.75,6.77,25.27,224.83,35.82,125.11,107.06,23.3,30.15,3.66,10.59,1.0,4.2,212.87,70.04,32.22
5555,T4_Trich_Turfa,3415.37,12.12,2807.08,26.54,148.25,7.21,24.02,224.73,39.43,123.94,110.85,22.6,28.38,3.73,11.05,0.98,4.37,200.41,68.24,35.19
5556,T4_Trich_Turfa,3277.69,12.64,2809.18,26.44,146.68,7.11,24.43,224.6,37.82,124.97,107.46,22.69,28.52,3.59,10.58,0.86,4.58,216.1,66.04,32.12
5557,T4_Trich_Turfa,3546.13,12.58,2837.36,23.99,142.79,6.91,25.4,224.5,38.31,124.55,112.96,22.78,29.5,3.62,10.04,1.06,4.8,213.11,63.91,30.6
5558,T4_Trich_Turfa,3281.13,12.78,2811.91,27.48,145.11,7.24,24.65,223.72,34.55,122.65,111.06,21.25,30.41,3.65,10.38,0.97,4.87,219.4,65.37,31.13
5559,T4_Trich_Turfa,3295.69,12.27,2806.19,23.43,142.93,7.92,23.96,224.94,38.27,126.35,111.73,23.87,28.56,3.67,10.68,1.13,4.07,219.32,67.94,30.08
5560,T4_Trich_Turfa,3533.42,13.26,2819.29,23.92,146.63,6.98,24.05,223.86,35.56,122.26,113.05,23.44,29.48,3.63,10.4,0.94,4.07,227.1,68.83,31.21
5561,T4_Trich_Turfa,3051.55,12.38,2844.98,22.71,145.26,7.21,23.53,225.97,36.12,122.71,110.39,23.49,29.93,3.64,10.43,1.0,4.16,209.77,66.75,31.36
5562,T4_Trich_Turfa,3390.56,13.14,2804.54,25.42,146.73,7.1,23.97,224.5,36.82,123.43,111.67,24.32,30.22,3.45,10.69,0.99,4.44,229.7,64.19,32.0
5563,T4_Trich_Turfa,3693.79,12.62,2842.29,23.81,146.13,7.09,24.03,223.44,37.64,125.16,107.39,22.53,29.64,3.51,9.73,0.92,4.05,216.0,67.26,33.49
5564,T4_Trich_Turfa,3374.3,13.09,2841.11,25.17,149.38,6.97,23.62,224.31,38.08,124.52,111.83,22.18,29.79,3.67,10.36,0.95,4.46,219.33,67.5,32.28
5565,T4_Trich_Turfa,3297.82,12.59,2837.41,26.13,145.34,7.04,25.29,224.13,37.08,124.78,108.26,23.22,30.17,3.46,9.0,1.03,4.37,220.17,68.04,32.04
5566,T4_Trich_Turfa,3288.43,12.66,2806.7,24.91,146.37,7.25,23.22,224.96,36.81,126.46,114.11,23.23,29.92,3.66,10.41,1.01,4.36,223.37,66.28,31.67
5567,T4_Trich_Turfa,3671.89,13.03,2803.49,23.57,145.28,7.28,25.28,224.9,38.95,122.99,106.43,22.94,29.2,3.63,9.05,1.16,5.07,225.97,65.32,33.05
5568,T4_Trich_Turfa,3639.92,12.78,2840.08,25.53,148.37,7.18,24.45,223.39,39.4,125.7,111.66,22.6,29.44,3.62,11.21,1.03,4.18,219.24,65.09,33.87
5569,T4_Trich_Turfa,3052.16,12.39,2818.33,23.21,146.81,7.4,23.61,225.09,38.98,123.96,111.58,21.68,30.62,3.67,10.72,1.0,4.44,217.7,62.05,32.52
5570,T4_Trich_Turfa,3413.96,12.78,2791.81,24.62,145.65,6.52,23.92,223.88,34.97,125.8,107.87,21.96,28.04,3.68,11.17,0.94,5.07,213.66,66.06,30.38
5571,T4_Trich_Turfa,3424.51,12.93,2838.15,22.48,142.27,6.81,24.41,223.74,37.44,124.66,110.55,21.42,29.88,3.54,9.8,0.97,4.3,224.84,62.87,30.57
5572,T4_Trich_Turfa,3593.63,13.11,2818.14,23.13,147.18,7.18,24.29,223.31,36.61,125.76,112.56,23.09,30.29,3.53,10.63,1.05,4.7,226.19,66.06,32.49
5573,T4_Trich_Turfa,3341.67,12.8,2829.15,23.46,147.54,7.33,24.88,225.05,38.02,125.84,111.92,22.49,29.49,3.65,10.22,1.03,4.87,212.93,66.82,32.74
5574,T4_Trich_Turfa,3230.26,11.75,2829.67,24.99,142.97,7.26,24.37,224.52,38.49,125.49,108.85,21.45,30.02,3.66,10.69,1.09,4.33,228.33,68.67,33.25
5575,T4_Trich_Turfa,3421.92,12.67,2805.93,25.53,144.13,7.01,23.35,225.94,37.15,121.59,112.63,22.77,29.15,3.58,10.96,1.12,5.31,213.48,66.01,32.99
5576,T4_Trich_Turfa,3392.44,12.35,2820.38,23.78,142.02,7.15,24.74,223.83,40.31,124.66,108.32,23.12,29.86,3.46,9.96,1.16,4.75,216.52,67.86,32.05
5577,T4_Trich_Turfa,3392.94,12.87,2820.93,25.15,143.18,6.79,24.11,223.97,37.3,124.07,111.7,23.34,30.03,3.8,9.92,1.03,4.55,233.48,65.27,33.58
5578,T4_Trich_Turfa,3399.96,12.82,2843.34,23.52,147.12,7.59,23.18,223.91,37.71,123.91,111.01,23.1,29.65,3.85,11.1,1.04,4.17,211.41,67.94,32.07
5579,T4_Trich_Turfa,3278.24,12.61,2838.54,29.0,140.63,6.79,25.79,224.18,36.74,124.61,113.7,22.44,30.69,3.5,9.74,0.96,4.15,208.86,64.82,30.66
5580,T4_Trich_Turfa,3468.57,12.36,2845.16,23.96,144.37,6.9,24.23,223.75,38.65,123.6,112.4,22.19,26.83,3.59,9.6,0.86,4.0,219.34,67.37,32.1
5581,T4_Trich_Turfa,3230.45,12.47,2840.92,27.91,142.34,7.68,25.84,223.95,35.11,124.62,106.18,22.22,29.6,3.53,10.31,1.07,4.24,224.87,68.1,32.41
5582,T4_Trich_Turfa,3457.39,12.42,2839.61,24.6,146.14,7.36,24.18,224.31,39.13,123.08,107.55,22.25,28.28,3.5,11.36,0.92,4.66,216.18,64.01,31.13
5583,T4_Trich_Turfa,3388.32,12.35,2807.91,23.82,141.53,6.46,23.31,223.72,36.07,125.9,113.89,23.67,28.89,3.66,11.0,1.05,4.31,212.4,67.87,32.18
5584,T4_Trich_Turfa,3169.97,12.93,2817.64,25.31,142.24,6.93,23.34,223.34,37.14,125.2,109.94,21.89,28.6,3.6,9.17,0.98,4.29,226.99,66.1,29.89
5585,T4_Trich_Turfa,3463.89,12.4,2806.44,25.83,146.44,7.17,25.22,224.7,38.18,123.71,111.17,22.86,28.84,3.62,9.95,1.01,4.65,219.81,67.19,33.86
5586,T4_Trich_Turfa,3308.91,12.81,2830.48,24.77,145.36,6.92,24.32,224.72,40.67,123.93,108.18,22.96,30.17,3.64,9.15,1.02,4.63,209.62,70.69,31.49
5587,T4_Trich_Turfa,3354.06,13.56,2800.43,24.82,143.11,7.25,24.58,225.11,39.63,124.84,109.33,22.62,29.08,3.61,10.09,0.95,4.98,214.21,64.47,32.66
5588,T4_Trich_Turfa,3236.25,12.3,2802.97,25.51,147.29,6.86,24.72,225.79,38.29,126.17,108.85,23.78,29.54,3.55,9.6,0.96,4.35,230.18,66.48,29.88
5589,T4_Trich_Turfa,3173.7,12.22,2802.45,27.41,140.89,6.86,24.15,222.81,39.47,123.12,110.2,22.23,29.21,3.57,10.61,0.99,4.77,218.7,65.54,33.28
5590,T4_Trich_Turfa,3325.92,12.68,2814.54,25.18,145.96,6.94,25.13,226.01,37.9,123.99,112.34,22.99,28.02,3.66,11.11,1.0,4.49,213.13,68.94,30.89
5591,T4_Trich_Turfa,3266.94,13.51,2823.8,24.18,145.24,6.99,24.53,223.51,37.1,124.49,116.14,22.12,31.29,3.57,10.43,0.96,4.31,216.03,63.31,30.55
5592,T4_Trich_Turfa,3277.66,12.31,2810.64,20.85,138.85,6.58,24.49,223.85,38.01,126.19,114.89,21.6,27.87,3.71,10.28,1.19,4.08,229.27,67.99,30.56
5593,T4_Trich_Turfa,3512.82,12.72,2803.94,23.75,150.34,7.58,25.17,224.58,38.72,125.65,112.73,22.39,29.76,3.71,10.55,1.04,4.9,223.98,66.07,34.61
5594,T4_Trich_Turfa,3285.78,12.39,2839.11,28.69,139.25,7.25,23.82,223.34,37.51,125.57,111.17,23.04,29.37,3.58,11.57,1.0,4.94,215.98,65.43,31.92
5595,T4_Trich_Turfa,2942.08,12.28,2789.91,23.2,145.27,7.12,25.03,224.08,40.05,123.98,108.42,23.17,27.92,3.43,10.38,0.88,4.76,217.76,65.57,31.16
5596,T4_Trich_Turfa,3403.21,13.12,2825.0,24.13,142.19,6.9,24.26,223.73,35.37,125.27,113.22,23.84,28.24,3.72,10.29,1.1,4.39,221.62,67.21,29.47
5597,T4_Trich_Turfa,3337.46,12.89,2801.17,25.29,142.2,7.42,24.01,225.08,36.68,122.86,113.18,22.61,29.72,3.51,10.6,1.03,4.19,219.99,65.43,31.94
5598,T4_Trich_Turfa,3500.08,12.47,2799.65,26.6,148.42,7.18,25.11,225.07,35.99,124.31,114.35,23.94,29.61,3.59,9.43,1.08,4.12,225.67,64.95,31.36
5599,T4_Trich_Turfa,3360.92,12.92,2804.17,27.22,143.94,6.88,24.18,223.41,38.3,124.3,109.33,25.32,29.75,3.57,10.51,0.96,4.7,223.59,66.67,30.1
5600,T4_Trich_Turfa,3372.41,12.6,2864.01,22.75,142.03,6.52,23.55,223.59,36.62,125.43,114.93,23.84,28.37,3.72,11.12,1.09,4.54,207.03,60.82,32.99
5601,T4_Trich_Turfa,3288.7,12.49,2823.17,23.77,142.06,7.49,24.63,224.03,40.9,125.97,114.33,23.07,27.15,3.81,10.55,0.95,4.52,229.35,63.74,31.11
5602,T4_Trich_Turfa,3481.66,12.09,2799.08,24.03,146.14,7.41,24.64,223.49,35.78,125.59,110.84,22.95,27.93,3.86,11.33,1.01,5.06,220.5,64.73,30.95
5603,T4_Trich_Turfa,3391.46,12.26,2825.71,25.5,149.08,7.2,23.88,225.03,36.23,123.63,109.13,23.24,30.25,3.73,10.19,0.9,5.06,227.5,68.68,31.85
5604,T4_Trich_Turfa,3206.11,13.2,2793.51,25.15,149.45,7.13,24.91,224.7,36.34,124.14,112.6,23.6,29.51,3.56,11.07,0.93,4.42,224.06,69.77,31.41
